Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Years_Established,NewTargetwithLOG
17.25,0,0.042413704,4,173.1764,2009,1,2,2,15,8.404290169101888
19.6,0,0.041355366,9,88.7514,1999,1,0,1,25,7.884780556042696
21.25,0,0.009996872,10,185.5608,2004,2,1,1,20,8.046848255932154
9.1,1,0.066132,1,173.2054,2002,0,1,1,22,8.055759836232717
17.5,0,0.026848529,5,264.891,1987,0,2,1,37,8.51655879022635
18.85,0,0.055347985,0,131.5284,2004,2,1,1,20,7.366407726641323
13.85,0,0.030795085,14,143.3154,1997,2,0,1,27,7.593583541483471
10.0,0,0.089291137,8,146.7102,1999,1,0,1,25,8.240402313996771
18.85,0,0.052054819,8,189.1846,1997,2,0,1,27,7.650611534716779
12.857645184135976,0,0.028207784,9,195.5478,1985,2,0,0,39,5.959704493890225
7.365,0,0.160216552,13,93.512,1999,1,0,1,25,7.425248226664256
8.71,0,0.121250374,3,92.7778,1997,2,0,1,27,6.939889209335326
11.5,1,0.126313413,5,100.6358,2007,0,1,1,17,7.606246156527702
13.0,0,0.041824524,9,256.7014,1997,2,0,1,27,7.939164308137804
17.1,1,0.078347922,3,141.8838,1998,0,2,0,26,5.6382393601948
10.695,1,0.011472001,13,75.2038,2009,1,2,2,15,6.248674396526435
17.6,1,0.016092971,1,45.8402,2009,1,2,2,15,7.005394381103993
5.44,0,0.025458716,4,241.2538,1987,0,2,1,37,8.047061361953205
6.89,1,0.136984147,13,192.682,2009,1,2,2,15,7.902172298754566
18.0,0,0.008533716,0,78.5618,1987,0,2,1,37,5.998462504189629
20.25,1,0.076470697,4,196.1794,2009,1,2,2,15,7.912463984791113
16.0,0,0.08989642,4,143.4154,1987,0,2,1,37,7.593583541483471
14.1,0,0.125675936,6,86.9198,1987,0,2,1,37,7.033380726821476
12.857645184135976,0,0.060252433,4,170.7106,1985,1,2,3,39,8.032681888950172
12.15,0,0.018410515,5,252.1698,1997,2,0,1,27,7.733257998621708
18.2,1,0.066672058,6,248.1092,2007,0,1,1,17,8.350703187629536
19.7,0,0.108665723,3,86.4198,1998,0,2,0,26,4.468431369359939
16.7,0,0.070551723,4,217.685,2007,0,1,1,17,7.679644321482571
8.68,0,0.008871687,5,99.7384,2009,1,2,2,15,5.689058608591012
16.1,0,0.034306962,6,252.3356,1997,2,0,1,27,8.246704855867574
11.35,1,0.023322478,4,182.5608,1997,2,0,1,27,8.104006669772103
12.857645184135976,0,0.064208126,5,180.1976,1985,2,0,0,39,5.199036112454785
9.6,0,0.024515221,8,189.2214,1999,1,0,1,25,8.283203381525448
17.75,0,0.030631323,11,178.566,2009,1,2,2,15,7.830713334772421
8.975,1,0.088257771,3,84.1224,1998,0,2,0,26,5.13841149063835
15.85,0,0.057302606,13,53.3956,2004,2,1,1,20,6.397848566221411
10.8,0,0.029001987,13,238.6222,2002,0,1,1,22,9.060075373103176
15.35,1,0.055067732,10,146.5734,1987,0,2,1,37,7.772994539858687
12.857645184135976,1,0.099780431,6,225.2088,1985,2,0,0,39,6.103492386681937
19.85,0,0.026074491,9,48.6376,2009,1,2,2,15,6.354806814962843
11.3,1,0.066865326,5,260.1962,2002,0,1,1,22,7.954708662575604
8.695,0,0.119513002,9,93.4094,2004,2,1,1,20,6.753303253754914
6.135,0,0.078957122,14,111.986,2004,2,1,1,20,7.437082684311259
19.0,1,0.10361083,6,228.372,1999,1,0,1,25,6.808474024888885
15.7,0,0.122742389,3,134.2942,2002,0,1,1,22,7.083763448219499
12.857645184135976,0,0.114475357,14,160.9236,1985,1,2,3,39,7.721229101930732
5.405,1,0.053730029,3,199.0742,2002,0,1,1,22,8.471731449897419
11.8,0,0.12150063,6,46.8402,1987,0,2,1,37,6.0245651280922665
6.59,0,0.106027474,6,83.9908,2009,1,2,2,15,7.262729297166482
12.857645184135976,1,0.047570401,5,125.7362,1985,1,2,3,39,8.013034891566376
10.0,0,0.089656812,8,144.0102,2007,0,1,1,17,7.380201048773658
7.945,0,0.01596609,13,163.521,2007,0,1,1,17,7.492387529501885
18.25,0,0.054223942,13,142.0154,2004,2,1,1,20,7.662576412970423
12.857645184135976,1,0.073562475,4,217.6482,1985,1,2,3,39,8.09734199802637
20.85,0,0.03747983,5,192.7478,2002,0,1,1,22,7.66445258612865
11.15,1,0.086281593,13,170.579,2009,1,2,2,15,7.21393913299705
12.857645184135976,0,0.054443762,13,184.6582,1985,2,0,0,39,5.224445827980153
9.8,0,0.047178116,0,99.4016,2004,2,1,1,20,7.7951683973530095
12.857645184135976,0,0.041556697,0,104.4332,1985,2,0,0,39,5.728798937240526
11.8,0,0.054460571,7,77.0012,2007,0,1,1,17,7.730629876215438
20.1,0,0.075049323,4,110.4228,2007,0,1,1,17,7.007806927509376
7.21,1,0.144924795,13,100.8332,2002,0,1,1,22,7.338236849674627
10.195,1,0.044974051,6,115.5808,2004,2,1,1,20,7.536306763436721
17.75,0,0.111209003,11,107.7912,1987,0,2,1,37,6.890325051319206
13.35,1,0.149598628,13,179.466,1999,1,0,1,25,8.236178442880584
9.8,0,0.024482644,8,116.2492,2009,1,2,2,15,7.971165170241517
10.895,0,0.020934413,8,256.5672,1987,0,2,1,37,8.316465320986296
14.15,0,0.183472595,14,82.0276,2004,2,1,1,20,7.392987364446035
6.89,1,0.066132,13,193.482,1999,1,0,1,25,7.828064326600844
6.38,0,0.03187163,4,179.5344,1987,0,2,1,37,8.319715242598795
5.095,1,0.129395895,13,140.3838,1987,0,2,1,37,7.510041537096391
9.8,1,0.045258247,0,35.9874,2004,2,1,1,20,5.642967501390745
8.6,1,0.040432954,3,191.653,2007,0,1,1,17,8.241455499981429
11.15,0,0.057021156,0,106.8622,1999,1,0,1,25,7.6065772275454595
12.857645184135976,1,0.27321283,6,240.9538,1985,2,0,0,39,6.175259185051614
20.2,0,0.011838464,9,155.134,1999,1,0,1,25,7.864526699138199
17.6,1,0.041615224,13,37.219,2007,0,1,1,17,5.903152324385304
9.8,1,0.14061104,0,49.8008,1997,2,0,1,27,6.6965561086849
15.0,1,0.077949334,10,238.7248,1987,0,2,1,37,7.665389354347037
12.857645184135976,0,0.026058181,9,121.9098,1985,1,2,3,39,8.123935587599817
18.75,0,0.052800258,13,193.2504,2004,2,1,1,20,7.895251855909992
10.195,0,0.107564024,13,149.0076,1999,1,0,1,25,7.075352969710903
8.895,0,0.026492726,5,208.4954,2007,0,1,1,17,8.740634618361096
21.25,0,0.114246019,8,231.23,2007,0,1,1,17,8.016116558103784
12.857645184135976,0,0.020876485,8,133.7942,1985,1,2,3,39,7.451488228344816
12.857645184135976,0,0.07753654,0,180.866,1985,1,2,3,39,8.082027763053327
8.06,0,0.021420031,2,232.0326,2002,0,1,1,22,8.007508183567184
6.92,1,0.131665479,2,91.8804,2007,0,1,1,17,5.619100019984102
12.857645184135976,0,0.025039776,9,102.7332,1985,2,0,0,39,6.016481009692307
12.3,0,0.052502049,9,190.853,1997,2,0,1,27,8.381217442356588
16.35,0,0.091074449,9,196.811,2007,0,1,1,17,8.113422746554823
15.0,0,0.119374946,13,229.3694,2009,1,2,2,15,8.522006946683044
12.857645184135976,0,0.080203852,0,77.996,1985,1,2,3,39,7.907086313556995
14.35,0,0.017073332,8,109.5228,2002,0,1,1,22,7.413272035617541
10.1,1,0.045763062,13,38.4848,1999,1,0,1,25,6.451799080950153
16.7,1,0.052401766,5,115.1176,2004,2,1,1,20,7.305677880433778
5.365,1,0.234733477,12,173.4764,1998,0,2,0,26,5.146193631080405
12.857645184135976,0,0.089858447,9,84.5882,1985,1,2,3,39,7.631100280868405
6.36,0,0.00599072,9,163.6526,2002,0,1,1,22,8.568358285586491
9.8,0,0.026081567,13,217.585,2004,2,1,1,20,8.372791502042515
17.25,0,0.084316691,14,263.391,2004,2,1,1,20,8.750173641407855
18.25,0,0.076125668,13,214.0218,2002,0,1,1,22,7.849581819076803
6.615,1,0.09234651,3,251.8408,2009,1,2,2,15,8.413194947444847
12.85,0,0.165694219,5,39.7164,1998,0,2,0,26,5.445436525933262
12.857645184135976,0,0.098031771,8,151.3024,1985,2,0,0,39,5.022579675113228
12.857645184135976,0,0.076183667,9,245.646,1985,1,2,3,39,8.214787252899267
7.5,0,0.036234918,8,175.3028,1997,2,0,1,27,8.267772808298803
8.1,0,0.127929521,6,211.4902,1987,0,2,1,37,8.191638492999848
15.7,0,0.045274134,5,177.966,1999,1,0,1,25,8.136094984323602
6.865,0,0.014072399,14,127.3652,2007,0,1,1,17,7.426041562683652
18.5,1,0.066132,5,148.7418,2002,0,1,1,22,7.824610091732756
9.5,1,0.104421237,3,80.196,1987,0,2,1,37,7.676562654945163
12.857645184135976,1,0.087421738,5,154.463,1985,1,2,3,39,7.997258539469387
10.1,0,0.027064381,10,76.367,1997,2,0,1,27,6.640751267516083
12.857645184135976,0,0.082602127,0,120.9756,1985,1,2,3,39,8.26297663603531
18.25,0,0.10084386,15,166.3526,1998,0,2,0,26,5.102622382786764
12.857645184135976,1,0.019227816,13,163.9842,1985,2,0,0,39,5.8038341231834405
14.7,0,0.072707309,6,49.5034,2007,0,1,1,17,5.675452956535234
20.2,1,0.100095288,6,125.2678,1998,0,2,0,26,4.845507474205418
5.695,0,0.065589906,5,258.2646,1997,2,0,1,27,8.596181176911992
14.0,1,0.175991929,5,140.7812,1998,0,2,0,26,4.959210061180639
16.5,0,0.028418817,13,92.8146,1997,2,0,1,27,7.6487091879160625
10.895,0,0.059834024,6,133.5284,1998,0,2,0,26,5.574648257413268
12.857645184135976,0,0.079440262,14,86.7882,1985,2,0,0,39,4.45304645052046
17.7,1,0.042562588,5,165.021,2002,0,1,1,22,8.139014694426937
13.6,0,0.010013429,9,176.437,2002,0,1,1,22,8.431060410166491
17.85,0,0.018052019,8,96.6094,1999,1,0,1,25,6.753303253754914
17.7,1,0.042468413,5,162.421,2004,2,1,1,20,7.291716834039734
12.857645184135976,1,0.036731658,10,177.237,1985,1,2,3,39,8.468800738149339
16.2,1,0.016639482,5,95.8726,1987,0,2,1,37,6.981561905735894
5.92,1,0.019238942,14,49.8692,2002,0,1,1,22,7.032793355292107
16.0,0,0.072655379,9,229.8668,2004,2,1,1,20,8.484195258939934
13.3,0,0.021306635,0,119.8124,1999,1,0,1,25,7.547606318690653
17.85,0,0.011281018,13,213.756,2009,1,2,2,15,8.134143764192341
18.2,1,0.026117345,0,239.2196,2002,0,1,1,22,8.049827615446095
13.35,0,0.066132,1,217.6166,2009,1,2,2,15,8.09124441815825
14.8,1,0.043982464,1,110.657,2002,0,1,1,22,7.995016386063697
7.3,0,0.086060695,5,149.8076,1987,0,2,1,37,7.940350407197507
15.85,0,0.069087481,1,218.7166,2004,2,1,1,20,6.992632129490142
6.11,1,0.103080901,6,131.2968,1999,1,0,1,25,7.579398906491515
16.5,0,0.028395167,13,91.7146,1987,0,2,1,37,7.809051837991241
8.27,1,0.089554186,13,150.8708,1997,2,0,1,27,7.786357767670855
12.857645184135976,0,0.066132,4,75.967,1985,2,0,0,39,5.031313355081982
6.235,0,0.033807904,9,258.9962,1998,0,2,0,26,5.556813389777234
7.93,0,0.005557062,5,122.1414,1999,1,0,1,25,7.980774029348154
8.315,1,0.035572183,0,144.4444,1997,2,0,1,27,7.973461382501868
6.465,0,0.124758619,3,264.1884,2002,0,1,1,22,8.144635408904762
7.855,0,0.011307038,3,188.5188,2009,1,2,2,15,6.858663769412741
18.0,0,0.008539208,0,81.2618,2004,2,1,1,20,5.998462504189629
12.3,1,0.058105769,13,60.4562,2004,2,1,1,20,7.483067797553082
20.6,1,0.077029195,13,177.2344,1998,0,2,0,26,6.793658939103745
19.7,0,0.053439522,6,55.093,2009,1,2,2,15,6.926257060545269
12.857645184135976,1,0.086905536,6,78.8644,1985,2,0,0,39,5.750213031744343
9.6,1,0.066132,1,101.699,1999,1,0,1,25,7.772153379007184
14.0,0,0.023783007,0,104.0332,2002,0,1,1,22,7.269243978187675
13.15,1,0.165694678,6,171.8764,2002,0,1,1,22,8.23723608443872
19.2,1,0.005583951,15,226.9062,1987,0,2,1,37,8.414966427093228
20.0,0,0.058812134,8,111.6544,2007,0,1,1,17,7.356255355177305
16.75,1,0.008238064,3,101.9674,2007,0,1,1,17,7.331722168653433
15.6,0,0.066132,6,111.9518,1999,1,0,1,25,7.679336581827888
15.5,1,0.210375806,6,178.2028,1998,0,2,0,26,5.176730354940487
16.35,0,0.016993204,9,95.741,1997,2,0,1,27,6.872552881573408
9.8,1,0.072863893,13,118.6098,2004,2,1,1,20,6.737641226479926
9.3,1,0.03362713,10,156.1314,2007,0,1,1,17,6.430566860844379
6.615,1,0.091954465,3,250.6408,2004,2,1,1,20,8.467262168715122
13.6,0,0.009984847,9,175.437,1987,0,2,1,37,7.57085914494338
12.857645184135976,0,0.167725251,5,128.3678,1985,2,0,0,39,4.845507474205418
11.8,1,0.02592132,10,101.9674,2004,2,1,1,20,7.456885311607439
13.5,1,0.159720671,6,147.6102,1997,2,0,1,27,8.314510286150492
8.85,1,0.112840108,14,122.0388,1999,1,0,1,25,7.121565812866034
10.3,0,0.078728915,0,178.437,2004,2,1,1,20,7.945552594384791
20.35,1,0.066132,4,256.7672,2009,1,2,2,15,8.63491905210483
14.35,0,0.017065268,8,109.5228,1999,1,0,1,25,7.477810556755112
14.85,1,0.035400659,6,161.9578,2009,1,2,2,15,7.275255556985662
14.0,1,0.105125569,5,143.2812,2004,2,1,1,20,8.09470427710979
7.405,0,0.015334003,3,92.7146,2009,1,2,2,15,7.078164329448449
7.475,0,0.01319424,9,217.4192,2007,0,1,1,17,8.369709835505107
15.7,1,0.031685529,6,63.1536,1998,0,2,0,26,4.808169803767773
15.1,0,0.055793586,9,139.7496,1987,0,2,1,37,8.282024831006003
19.35,0,0.016611475,5,122.0098,1997,2,0,1,27,7.882773530782929
12.0,0,0.104230135,8,259.5278,1997,2,0,1,27,7.864526699138199
18.7,0,0.04604992,8,151.9682,1987,0,2,1,37,8.117998503071343
12.857645184135976,1,0.06871772,2,155.563,1985,2,0,0,39,6.151431848971056
19.5,0,0.014332439,9,57.1614,2009,1,2,2,15,7.230950478823586
17.1,0,0.038816115,9,166.4842,2002,0,1,1,22,7.190128484303331
20.35,0,0.021369722,9,75.8328,2002,0,1,1,22,5.039971417825098
17.7,0,0.146973462,4,184.1292,1998,0,2,0,26,6.304974441214967
17.7,0,0.195068226,13,185.4266,1998,0,2,0,26,5.217251552346126
8.42,1,0.030816999,3,230.8352,1987,0,2,1,37,8.141925904634396
12.857645184135976,1,0.01401884,5,178.1344,1985,1,2,3,39,8.228743464393068
10.695,0,0.06375108,9,36.7848,2004,2,1,1,20,6.66310817461736
12.857645184135976,0,0.160665697,13,227.5352,1985,2,0,0,39,6.820170064652077
12.15,0,0.131921819,5,246.346,2007,0,1,1,17,6.605349340465168
20.0,1,0.051783761,5,125.8678,2007,0,1,1,17,8.141344340209747
6.445,0,0.029812714,0,95.4436,2009,1,2,2,15,7.114010461221585
15.15,1,0.066311153,5,145.776,2002,0,1,1,22,8.282698458515478
10.695,1,0.011448629,13,72.9038,2002,0,1,1,22,6.9418215770863805
12.857645184135976,1,0.080695806,13,51.3008,1985,1,2,3,39,6.632017587547328
12.6,0,0.096132367,13,208.9612,1987,0,2,1,37,8.338359305621031
18.85,0,0.137755834,7,161.8578,2009,1,2,2,15,8.169073433007759
13.35,0,0.066132,4,77.6012,1997,2,0,1,27,6.89438185201482
12.3,0,0.111500259,0,35.6874,2002,0,1,1,22,6.741579790058855
12.857645184135976,0,0.148742896,0,107.128,1985,2,0,0,39,5.767020150060724
16.0,0,0.040938155,13,141.1496,2004,2,1,1,20,8.415556223630526
15.3,1,0.084749164,3,215.5218,2004,2,1,1,20,8.309114148455244
15.6,1,0.046023105,13,169.2132,2007,0,1,1,17,7.838618514279534
6.65,0,0.053591345,3,149.7734,2007,0,1,1,17,7.772994539858687
14.65,0,0.011180713,11,53.8614,1987,0,2,1,37,5.398369015075276
7.075,0,0.022566975,5,97.3068,1997,2,0,1,27,7.14179002532866
20.25,0,0.036399734,4,219.3482,2002,0,1,1,22,9.026877956650544
19.5,0,0.128728258,1,155.3314,2009,1,2,2,15,8.135314953082805
8.895,0,0.066132,2,178.437,1997,2,0,1,27,7.118874021200323
11.3,0,0.047912071,9,179.866,2009,1,2,2,15,7.137566154212475
12.5,0,0.081465335,10,220.7798,2009,1,2,2,15,8.796549803198007
5.15,1,0.10239789,10,122.1388,1998,0,2,0,26,6.205275080991879
12.857645184135976,0,0.026938317,9,174.1396,1985,1,2,3,39,8.297072765849034
12.35,0,0.026681262,3,56.4246,1997,2,0,1,27,6.698199494428629
7.475,0,0.149360698,6,243.4854,2007,0,1,1,17,7.433547029478952
18.1,0,0.048940428,9,127.5336,1997,2,0,1,27,7.489786747801828
19.6,0,0.069112952,9,90.1514,1998,0,2,0,26,6.093021086814642
8.67,0,0.065424208,14,145.8128,2004,2,1,1,20,7.801725797899168
17.0,1,0.015965308,13,229.4352,1997,2,0,1,27,8.478398141255608
15.85,0,0.081719458,1,178.037,1987,0,2,1,37,7.881014073247219
10.395,1,0.036957777,10,230.5352,2002,0,1,1,22,8.429607977086176
8.6,1,0.040172077,3,188.553,1987,0,2,1,37,8.241455499981429
6.46,1,0.04923932,6,144.4102,1999,1,0,1,25,8.383503157637444
7.825,1,0.149890395,5,159.0288,1987,0,2,1,37,7.1365073928642335
15.1,1,0.087762922,6,221.5456,2009,1,2,2,15,7.963318372536813
6.465,0,0.066132,3,263.1884,2009,1,2,2,15,7.977581324241596
12.857645184135976,0,0.029640604,6,40.8138,1985,1,2,3,39,7.341694070058485
12.857645184135976,0,0.066132,4,51.235,1985,2,0,0,39,3.910722159695098
6.59,0,0.026225693,9,119.0098,1999,1,0,1,25,7.836253515148036
17.7,0,0.05089667,9,125.5678,1987,0,2,1,37,7.243402747003788
5.32,0,0.093071679,8,103.8674,2002,0,1,1,22,6.233109879985324
18.0,1,0.142688846,6,88.5514,1997,2,0,1,27,6.680807751716761
12.857645184135976,0,0.047827139,9,105.3622,1985,1,2,3,39,8.127874151178746
10.195,1,0.147492524,5,141.5838,2007,0,1,1,17,7.429998829422854
13.85,1,0.056271701,2,232.23,1987,0,2,1,37,7.242926669870302
14.3,0,0.127517605,5,86.0224,2004,2,1,1,20,6.930170959866405
12.857645184135976,1,0.021863506,6,247.0092,1985,1,2,3,39,8.608532296931635
15.6,0,0.037764269,13,124.9704,2002,0,1,1,22,7.720047766884901
15.7,1,0.038078899,5,122.9046,2007,0,1,1,17,7.596931385253155
12.8,0,0.152377658,11,108.1938,1998,0,2,0,26,6.060932772263141
12.857645184135976,1,0.109274313,6,225.3062,1985,2,0,0,39,6.517846442207348
17.75,0,0.076113671,0,111.4544,2002,0,1,1,22,6.914422602898266
18.6,0,0.039454924,5,244.0802,2009,1,2,2,15,8.068980047660851
10.85,0,0.162107603,13,106.3622,1987,0,2,1,37,7.65787052193301
13.65,1,0.031573246,3,99.47,2009,1,2,2,15,5.702481628923153
12.857645184135976,0,0.070791391,8,46.4086,1985,1,2,3,39,7.604589155320073
12.857645184135976,1,0.120965853,2,55.8614,1985,2,0,0,39,4.7052218345153305
6.715,1,0.203510667,0,41.0454,1998,0,2,0,26,5.528128241778375
7.405,0,0.159062948,4,208.9296,1987,0,2,1,37,7.9011865914298065
12.857645184135976,0,0.093010026,0,143.0812,1985,1,2,3,39,8.217306599202121
19.5,0,0.015756784,9,185.0608,2002,0,1,1,22,7.698541561663938
12.857645184135976,1,0.041754584,13,53.464,1985,1,2,3,39,7.376458062494825
7.22,1,0.03828933,0,64.751,1987,0,2,1,37,4.840258118319274
12.857645184135976,1,0.058545606,10,155.8314,1985,2,0,0,39,5.737419680284433
9.3,0,0.088931701,3,143.3786,1987,0,2,1,37,8.017653837422671
15.2,0,0.091745951,13,229.0352,2004,2,1,1,20,7.736460796526232
10.5,1,0.026424424,0,145.2128,2002,0,1,1,22,8.226608991864435
12.15,0,0.018439138,5,254.7698,1999,1,0,1,25,8.53176569483948
15.6,0,0.081036436,0,112.3544,1987,0,2,1,37,7.852692241491196
12.857645184135976,0,0.066132,14,153.8024,1985,1,2,3,39,8.954405307837554
7.435,0,0.123086812,15,206.9638,2002,0,1,1,22,6.942464870772122
15.35,0,0.020326962,14,216.7508,1997,2,0,1,27,7.459572969205331
6.85,0,0.02288328,5,261.2594,1997,2,0,1,27,7.96493893082642
16.7,0,0.07044068,4,216.885,2009,1,2,2,15,8.744355058475
13.1,0,0.07494003,4,75.0354,1997,2,0,1,27,6.805528514659128
12.857645184135976,0,0.111554381,13,59.822,1985,1,2,3,39,7.425248226664256
6.425,0,0.010436256,3,115.5808,2004,2,1,1,20,8.229453943996665
12.857645184135976,0,0.107507291,9,34.8558,1985,1,2,3,39,6.09000903634465
19.7,0,0.067039526,13,178.337,1999,1,0,1,25,7.252405413824846
12.857645184135976,0,0.054366282,8,199.6084,1985,1,2,3,39,8.873846471120302
17.25,0,0.070703828,4,170.3764,1998,0,2,0,26,5.839340811640351
11.0,0,0.008997141,10,119.9756,2007,0,1,1,17,7.569829455475364
6.71,1,0.029535852,0,67.5142,1987,0,2,1,37,6.385578473629597
19.1,1,0.025872153,6,145.7418,1997,2,0,1,27,6.783156216904596
17.35,0,0.020542737,11,80.5618,1987,0,2,1,37,5.775318952875419
15.15,0,0.046496777,0,149.6708,1998,0,2,0,26,5.706916225991018
12.857645184135976,0,0.105324246,1,125.7046,1985,1,2,3,39,8.082439201034855
13.5,0,0.101231721,0,86.254,1998,0,2,0,26,5.153915677174315
13.5,0,0.07266912,9,160.292,1997,2,0,1,27,7.271097546836998
21.25,0,0.024795057,9,147.4102,2007,0,1,1,17,8.240402313996771
8.85,1,0.112571187,14,122.0388,1987,0,2,1,37,7.383930077333526
12.857645184135976,0,0.171383506,3,50.5324,1985,2,0,0,39,5.33623723396827
12.857645184135976,0,0.116347087,5,76.867,1985,1,2,3,39,7.834673735988518
15.5,1,0.12639886,6,177.0028,2007,0,1,1,17,7.815787684555745
16.85,0,0.036596012,13,90.6488,2007,0,1,1,17,6.451799080950153
12.857645184135976,1,0.104704537,6,125.2678,1985,2,0,0,39,5.538654654765363
17.0,0,0.136008489,6,171.7106,2002,0,1,1,22,7.444895224048053
16.0,0,0.061192211,15,224.1404,2007,0,1,1,17,8.46080237936523
18.85,0,0.036241797,10,57.3562,2007,0,1,1,17,6.915083759947144
8.27,1,0.128126825,14,183.6924,1999,1,0,1,25,7.166765308904738
11.15,0,0.066132,4,44.7744,2002,0,1,1,22,5.199036112454785
12.857645184135976,1,0.087894475,13,121.173,1985,1,2,3,39,7.858112308960536
14.85,0,0.09344495,0,141.0812,2004,2,1,1,20,7.038651602860475
8.775,0,0.066132,6,111.3228,1999,1,0,1,25,7.270171191976868
7.235,0,0.058121214,13,115.8834,2004,2,1,1,20,7.231432290444567
11.85,1,0.050085152,6,164.7526,1997,2,0,1,27,7.1820639244666005
8.39,0,0.121178848,9,165.1868,2007,0,1,1,17,7.931778926147366
15.1,0,0.095351065,0,158.6604,2002,0,1,1,22,7.838093442070043
18.25,0,0.066132,15,164.7526,2002,0,1,1,22,8.434826892961969
20.2,1,0.097059596,10,178.6028,2007,0,1,1,17,7.741679712402023
13.8,1,0.024660202,3,87.4172,1998,0,2,0,26,5.184221026669644
10.3,1,0.066132,6,115.0176,1987,0,2,1,37,8.324247461428351
11.3,1,0.067107448,5,258.1962,2007,0,1,1,17,8.39002673383345
10.895,0,0.108253944,6,194.8794,1998,0,2,0,26,6.3720189438439645
13.15,0,0.022924552,6,157.892,2007,0,1,1,17,7.558779619288779
14.6,0,0.02575512,9,199.6084,2002,0,1,1,22,8.234766511830632
12.6,0,0.05616476,12,51.8982,1999,1,0,1,25,6.159906475962028
9.285,1,0.049280292,5,245.6144,1997,2,0,1,27,8.273905706567499
17.7,1,0.066132,15,184.3924,1997,2,0,1,27,8.356349375778574
15.2,0,0.019142452,13,237.5248,2007,0,1,1,17,8.107222106626077
12.857645184135976,0,0.044606379,13,174.2054,1985,1,2,3,39,8.384263903204753
12.857645184135976,0,0.02110482,3,217.0824,1985,1,2,3,39,8.820234859028078
16.7,1,0.119704498,6,181.9976,2002,0,1,1,22,8.60023349411694
17.85,1,0.046608497,6,122.9388,1997,2,0,1,27,8.037856544740189
7.145,0,0.017814518,5,159.8578,1999,1,0,1,25,7.717088309264701
14.15,0,0.035913805,14,41.4138,1987,0,2,1,37,6.6998401838860895
5.175,0,0.030349723,8,37.0874,2004,2,1,1,20,6.04843260949891
12.857645184135976,0,0.034237682,7,113.2834,1985,1,2,3,39,7.742257914210557
11.1,0,0.294948897,0,159.0604,1998,0,2,0,26,6.674942632264362
15.0,1,0.0268952,0,220.3456,2002,0,1,1,22,7.595593592411495
7.21,1,0.144856342,13,100.5332,1999,1,0,1,25,7.028081921370787
15.6,0,0.173573164,6,114.4518,2007,0,1,1,17,7.779420040384871
5.695,1,0.067688124,1,258.8988,2004,2,1,1,20,8.593593853347041
15.5,1,0.125687917,6,178.2028,1997,2,0,1,27,7.256171896620322
20.25,0,0.148372897,8,108.8938,2002,0,1,1,22,8.200998935759412
12.6,0,0.02429329,4,33.4874,2009,1,2,2,15,4.662138248379019
18.85,0,0.090867297,7,127.3336,1997,2,0,1,27,8.284716622671715
12.857645184135976,0,0.155541973,10,159.7578,1985,1,2,3,39,6.464325340769333
21.25,0,0.113833823,8,232.83,2002,0,1,1,22,7.242926669870302
17.75,0,0.058168807,4,249.575,1998,0,2,0,26,6.213307252689144
19.85,0,0.025968706,9,49.5376,1997,2,0,1,27,6.914422602898266
6.78,1,0.066132,6,227.5694,1999,1,0,1,25,8.203553215564508
12.1,0,0.030297819,3,74.767,2007,0,1,1,17,7.282605153688478
13.65,0,0.04929502,6,150.505,1999,1,0,1,25,7.899706206259372
12.65,1,0.075981306,5,192.3846,1987,0,2,1,37,7.555301354912454
8.77,1,0.046771477,6,173.9422,1997,2,0,1,27,8.04043386575449
12.3,1,0.106492562,6,176.3396,1999,1,0,1,25,7.24102009159972
19.5,1,0.030688557,3,85.754,2004,2,1,1,20,7.679644321482571
12.857645184135976,0,0.113720344,0,89.9804,1985,2,0,0,39,6.466397880371305
11.3,0,0.06705851,9,194.0478,2007,0,1,1,17,8.099770657386497
19.85,0,0.045761855,6,125.602,2002,0,1,1,22,6.449696030753374
12.857645184135976,1,0.026420581,10,250.9408,1985,2,0,0,39,6.909117550668572
4.635,0,0.14086247,1,126.4994,2004,2,1,1,20,7.42087359252521
9.6,1,0.022404493,1,102.499,2007,0,1,1,17,7.855534987946235
10.895,0,0.035747522,6,133.6284,1997,2,0,1,27,7.366407726641323
6.42,0,0.053688479,4,178.3002,2009,1,2,2,15,7.752894783222163
14.8,0,0.081042136,10,192.4846,1997,2,0,1,27,8.548553127922737
6.36,0,0.120543611,6,45.806,1997,2,0,1,27,7.060605113076347
16.7,0,0.026729068,9,248.4776,2009,1,2,2,15,8.770224438453416
7.365,0,0.042646566,6,225.172,2002,0,1,1,22,6.11532684432894
12.857645184135976,0,0.041621987,9,253.6014,1985,1,2,3,39,8.799365573360916
18.25,0,0.012272797,6,160.2894,2004,2,1,1,20,8.082027763053327
7.35,1,0.024044279,6,241.0512,1998,0,2,0,26,5.490387913795528
12.857645184135976,0,0.076860103,8,55.993,1985,1,2,3,39,7.293981840670586
15.2,0,0.050279604,14,94.1752,2002,0,1,1,22,7.654089799093104
10.8,0,0.042102658,8,189.7214,2007,0,1,1,17,7.435905521138243
15.25,0,0.044539371,13,85.3198,1998,0,2,0,26,5.567043658028049
10.1,0,0.032283676,3,52.2008,2007,0,1,1,17,6.632017587547328
